department,course_id,course_name,quality,num_of_reviews,distribs,layup
CHIN,CHIN032,Advanced Modern Chinese (Third-year level),1,4,"NW, LIT",-2
CHIN,CHIN033,Advanced Modern Chinese (Third-year level),1,2,"NW, LIT",0
CHIN,CHIN040.03,Advanced Reading in Modern Chinese Short Stories (Fourth-year level),0,0,"NW, LIT",0
CHIN,CHIN040.04,Advanced Chinese for Commerce and Economics,0,0,,1
CHIN,CHIN040,Advanced Chinese,0,0,,0
CHIN,CHIN041,Advanced Chinese (Fourth-year level),0,0,"NW, LIT",0
CHIN,CHIN042,Advanced Chinese (Fourth-year level),1,0,"NW, LIT",0
CHIN,CHIN043,Advanced Chinese (Fourth-year level),0,0,"NW, LIT",0
CHIN,CHIN044.02,Modern Chinese Poetry,0,0,,0
CHIN,CHIN044.04,"Reading, Translation, and Culture",0,0,"NW, LIT",0
CHIN,CHIN045.01,Introduction to Classical Chinese,0,0,"NW, LIT",0
CHIN,CHIN049,Independent Advanced Study in Chinese Language and Literature,0,0,"NW, LIT",0
CHIN,CHIN051,Introduction to Classical Chinese,0,0,"NW, LIT",1
CHIN,CHIN052,Readings in Classical Chinese: Daoist Philosophical Texts,0,1,,0
CHIN,CHIN053,Readings in Classical Chinese: Confucian Philosophical Texts,0,0,"NW, TMV",0
CHIN,CHIN054,Classical Chinese Poetry,0,0,"NW, LIT",0
CHIN,CHIN059,Independent Advanced Study in Chinese Language and Literature,0,0,"NW, LIT",0
CHIN,CHIN061.02,Love and Desire in Modern Chinese Literature,1,2,"NW, LIT",3
CHIN,CHIN061.04,"Modern Chinese Literature across Time, Space and Media",0,0,,0
CHIN,CHIN061,Topics in Modern Chinese Literature and Culture,0,0,,0
CHIN,CHIN062.01,Chinese Calligraphy,1,0,"NW, ART",0
CHIN,CHIN062.02,Traditional Chinese Short Fiction,0,1,,0
CHIN,CHIN062.03,Women and Power in Traditional Chinese Literature and Art,0,0,,0
CHIN,CHIN062.04,Frontier in Tradit Chin Lit,0,0,"NW, LIT",0
CHIN,CHIN062,Topics in Traditional Chinese Literature and Culture,0,0,,0
CHIN,CHIN063.01,"Chinese Painting, Poetry, and Philosophy",0,0,,0
CHIN,CHIN063.02,Traditional Performance in China: Past and Present,0,0,"NW, LIT",0
CHIN,CHIN063.03,Languages of China,0,0,"SOC, NW",0
CHIN,CHIN063.06,Women in China,0,0,"NW, LIT",0
CHIN,CHIN081,Lu Xun and Hu Shi,0,0,"NW, LIT",0
CHIN,CHIN082,Chinese Calligraphy and Manuscript Culture: Orchid Pavillion,0,0,"NW, ART",0
CHIN,CHIN083,Topics in Chinese Literature and Culture,0,0,,0
CHEM,CHEM002,Quantitative Reasoning in Chemistry,1,2,,0
CHEM,CHEM005,General Chemistry,405,43,SLA,-115
CHEM,CHEM006,General Chemistry,270,12,SLA,-71
CHEM,CHEM007.01,Science and Society,1,3,SCI,2
CHEM,CHEM007.03,What's to Become of Us?,0,1,,1
CHEM,CHEM007,First-Year Seminars in Chemistry,2,1,,0
CHEM,CHEM010,Honors First-Year General Chemistry,106,33,SLA,-39
CHEM,CHEM040,Physical Chemistry of Biochemical Processes,1,0,SLA,-3
CHEM,CHEM041,Biological Chemistry I,42,12,SLA,-6
CHEM,CHEM042,Biological Chemistry II,2,2,SLA,0
CHEM,CHEM051,Organic Chemistry,213,27,SLA,-74
CHEM,CHEM052,Organic Chemistry,188,4,SLA,-51
CHEM,CHEM057,Honors Organic Chemistry,56,12,SLA,-13
CHEM,CHEM058,Honors Organic Chemistry,32,13,SLA,-8
CHEM,CHEM063,Environmental Chemistry,17,4,TLA,-3
CHEM,CHEM064,Basic Inorganic Chemistry,48,14,SLA,-5
CHEM,CHEM067,Physical Biochemistry,15,1,SLA,0
CHEM,CHEM075,Physical Chemistry I,2,1,SLA,-3
CHEM,CHEM076,Physical Chemistry II,0,0,SLA,0
CHEM,CHEM080,Independent Study in Chemistry,0,0,,0
CHEM,CHEM087.01,Undergraduate Investigation in Chemistry,0,0,,0
CHEM,CHEM087.02,Undergraduate Investigation in Chemistry,0,0,,0
CHEM,CHEM087,Undergraduate Investigation in Chemistry,0,0,,0
CHEM,CHEM090,Advanced Inorganic Chemistry: Organometallic Chemistry,0,0,,0
CHEM,CHEM091.01,Advanced Inorganic Chemistry:Catalysis,0,1,SCI,-1
CHEM,CHEM091,Advanced Inorganic Chemistry: Catalysis,0,1,SCI,-1
CHEM,CHEM092,Inorganic Biochemistry,0,1,SCI,-1
CHEM,CHEM093,Physical Organic Chemistry,5,3,SCI,-1
CHEM,CHEM095.01,Membrane Biophysics,0,0,SCI,0
CHEM,CHEM095.02,Biomolecular Simulations,1,0,,0
CHEM,CHEM095.03,Biomolecular NMR,0,1,SCI,0
CHEM,CHEM095.04,Struct&DynamicsBiomolecules;,0,0,SCI,0
CHEM,CHEM095.05,Protein Crystallography,0,0,SCI,0
CHEM,CHEM095.06,Enzymes,0,0,,0
CHEM,CHEM096.01,Quantum Chemistry,0,-1,SCI,-1
CHEM,CHEM096.02,Statistical Thermodynamics,0,0,,0
CHEM,CHEM096.03,Molecular Spectroscopy,0,0,,0
CHEM,CHEM096.04,Chemistry of Macromolecules,0,0,SCI,0
CHEM,CHEM096.05,Introduction to Statistical Thermodynamics and Molecular Simulations,1,1,SCI,-1
CHEM,CHEM096.06,Computational Methods in Chemistry and Biophysics,0,0,SCI,0
CHEM,CHEM096.07,Introduction to Materials Chemistry,0,0,SCI,0
CHEM,CHEM096.08,Chemical Kinetics,0,0,,0
CHEM,CHEM096,Special Topics in Physical Chemistry,0,0,,0
CHEM,CHEM101.01,Quantum Chemistry,0,0,,0
CHEM,CHEM101.02,Statistical Thermodynamics,0,0,,0
CHEM,CHEM101.03,Molecular Spectroscopy,0,0,,0
CHEM,CHEM101.04,Chemistry of Macromolecules,0,0,,0
CHEM,CHEM101.05,Introduction to Statistical Thermodynamics and Molecular Simulations,0,0,,0
CHEM,CHEM101.06,Computational Methods in Chemistry and Biophysics,0,0,,0
CHEM,CHEM101.07,Introduction to Materials Chemistry,0,0,,0
CHEM,CHEM101.08,Chemical Kinetics,0,0,,0
CHEM,CHEM101,Special Topics in Physical Chemistry,0,0,,0
CHEM,CHEM103,Special Topics in Biophysical Chemistry,0,0,,0
CHEM,CHEM123,Graduate Toxicology,0,0,,0
CHEM,CHEM124,Analytical Chemistry and Inorganic Instrumental Analysis,0,0,,0
CHEM,CHEM130,Advanced Inorganic Chemistry: Organometallic Chemistry,0,0,,0
CHEM,CHEM131,Advanced Inorganic Chemistry: Catalysis,0,0,,0
CHEM,CHEM132,Inorganic Biochemistry,0,0,,0
CHEM,CHEM135,Functional Nanomaterials: Synthesis and Applications,0,0,,0
CHEM,CHEM136,Polymer Synthesis,0,0,,0
CHEM,CHEM137,Methods of Materials Characterization,0,0,,0
CHEM,CHEM140,Chemistry Research Colloquia,0,0,,0
CHEM,CHEM151,Physical Organic Chemistry,0,0,,0
CHEM,CHEM152,Advanced Organic Synthesis and Mechanisms,0,0,,0
CHEM,CHEM153,Chemistry of Natural Products,0,0,,0
CHEM,CHEM157,Topics in Advanced Organic Chemistry,0,0,,0
CHEM,CHEM158,Supramolecular Chemistry,0,0,,0
CHEM,CHEM159,Chemistry of Heterocyclic Compounds,0,0,,0
CHEM,CHEM161.01,Membrane Biophysics,0,0,,0
CHEM,CHEM161.02,Biomolecular Simulations,0,0,,0
CHEM,CHEM161.03,Biomolecular NMR,0,0,,0
CHEM,CHEM161.04,Structure and Dynamics of Biomolecules,0,0,,0
CHEM,CHEM161.05,Protein Crystallography,0,0,,0
CHEM,CHEM161.06,Enzymes,0,0,,0
CHEM,CHEM161,Topics in Advanced Biophysical Chemistry,0,0,,0
CHEM,CHEM256,Graduate Instruction in Teaching,0,0,,0
CHEM,CHEM257,Supervised Undergraduate Teaching in Chemistry,0,0,,0
CHEM,CHEM260,Graduate Research Colloquium in Organometallic Chemistry,0,0,,0
CHEM,CHEM261,Graduate Research Colloquium in Materials Chemistry,0,0,,0
CHEM,CHEM262,Graduate Research Colloquium in Synthetic Organic Chemistry,0,0,,0
CHEM,CHEM263,Graduate Research Colloquium in Bioinorganic Chemistry,0,0,,0
CHEM,CHEM264,Graduate Research Colloquium in Biophysical Chemistry,0,0,,0
CHEM,CHEM265,"Graduate Research Colloquium in Computational, Modeling and Theoretical Chemistry",0,0,,0
CHEM,CHEM297,Graduate Investigation in Chemistry A,0,0,,0
CHEM,CHEM298,Graduate Investigation in Chemistry B,0,0,,0
CHEM,CHEM299,Graduate Investigation in Chemistry C,0,0,,0
CHEM,CHEM700,Responsible and Ethical Conduct of Research,0,0,,0
BIOL,BIOL001,Clinical Biomedical Research,3,1,,1
BIOL,BIOL002,Human Biology,242,67,SCI,1
BIOL,BIOL003,Independent Research in History and Philosophy of Biology,0,0,,1
BIOL,BIOL005,Fundamental Applied Mathematics for the Sciences,4,1,QDS,1
BIOL,BIOL006,Dinosaurs,40,14,,2
BIOL,BIOL007.02,Biology:Politicized Topics,10,11,SCI,1
BIOL,BIOL007.09,GMOs: Keys to World Hunger?,0,0,TAS,0
BIOL,BIOL007.10,The Science of Sex,0,0,SCI,0
BIOL,BIOL007.11,Pricing Nature's Services,0,0,SOC,0
BIOL,BIOL010,Seeing Nature: How Aristotle and Darwin understood nature and human society,0,0,"W, TMV",0
BIOL,BIOL011.01,DNA to Diversity,0,0,,0
BIOL,BIOL011.03,Emerging Infectious Diseases: How Microbes Rule the World,4,23,SCI,-15
BIOL,BIOL011.06,Why can't we all just get along? Cooperation and Conflict across the Biological Sciences,1,1,SCI,-1
BIOL,BIOL011.07,Major Events in the History of Life and the Human Genome,30,39,SCI,-58
BIOL,BIOL011.08,Animal Minds,2,8,SCI,1
BIOL,BIOL011,The Science of Life,240,18,,1
BIOL,BIOL012,Cell Structure and Function,94,37,SLA,-91
BIOL,BIOL013,Gene Expression and Inheritance,97,53,SLA,-65
BIOL,BIOL014,Physiology,150,19,SLA,-43
BIOL,BIOL015,Genetic Variation and Evolution,109,1,"SCI, SLA",-2
BIOL,BIOL016,Ecology,152,43,SLA,-34
BIOL,BIOL019,Honors Cell Structure and Function,21,32,SLA,-32
BIOL,BIOL020,Spatial Ecol & Conservation,0,0,TAS,0
BIOL,BIOL021,Population Ecology,2,1,SCI,1
BIOL,BIOL022,Methods in Ecology,5,3,SLA,1
BIOL,BIOL023,Social Evolution: Cooperation and Construction Among Animal Architects,32,5,SCI,2
BIOL,BIOL024,Vertebrate Zoology,16,9,SCI,2
BIOL,BIOL025,Introductory Marine Biology and Ecology,34,10,SCI,1
BIOL,BIOL026,Global Change Biology,1,2,SCI,-1
BIOL,BIOL027,Animal Behavior,36,9,"SCI, SLA",2
BIOL,BIOL028,Macroevolution,14,7,SCI,-2
BIOL,BIOL029,Biostatistics,17,6,QDS,-5
BIOL,BIOL031,Physiological Ecology,5,3,SLA,1
BIOL,BIOL032,Animal Communication,2,1,SCI,0
BIOL,BIOL033,Comparative Neurobiology of Social Interactions,3,1,SCI,1
BIOL,BIOL034,Neurobiology,52,12,,1
BIOL,BIOL035,Cellular and Molecular Neuroscience,38,6,SCI,-3
BIOL,BIOL036,History of Genetics,4,4,SCI,1
BIOL,BIOL037,Endocrinology,40,15,SCI,-5
BIOL,BIOL038,Experimental Genetic Analysis,1,1,,1
BIOL,BIOL039,Computational Molecular Biology,1,1,,1
BIOL,BIOL040,Biochemistry,46,10,SCI,-19
BIOL,BIOL041,"Cells into Organs: Assembly, Function and Disease",9,10,SCI,-3
BIOL,BIOL042,Biology of the Immune Response,20,13,SCI,-8
BIOL,BIOL043,Developmental Biology,10,7,SCI,-3
BIOL,BIOL045,Molecular Biology,21,5,SCI,-6
BIOL,BIOL046,Microbiology,15,11,SLA,-1
BIOL,BIOL047,Genomics: From Data to Analysis,9,8,SCI,-1
BIOL,BIOL048,"Disease, The Environment, and Human History",4,-2,SCI,-10
BIOL,BIOL049,Cellular and Molecular Neuroscience,3,0,SCI,-1
BIOL,BIOL050.01,Ecotoxicology and Environmental Health,0,1,SCI,0
BIOL,BIOL050.02,Ecology of Infectious Disease,0,0,SCI,0
BIOL,BIOL050,Advanced Topics in Ecology,0,0,,0
BIOL,BIOL051,Advanced Population Ecology,8,2,SCI,2
BIOL,BIOL052.01,Niche Construction: Organisms That Change Their World,0,0,,0
BIOL,BIOL052.02,Evolution of Cooperation and Gossip,0,0,,0
BIOL,BIOL053,Aquatic Ecology,6,1,SLA,1
BIOL,BIOL054,Advanced Methods in Ecological Research,9,1,SLA,1
BIOL,BIOL055,Ecological Research in the Tropics I,6,5,SLA,0
BIOL,BIOL056,Ecological Research in the Tropics II,5,3,SLA,1
BIOL,BIOL057,Ecological Research on Coral Reefs,5,3,SLA,1
BIOL,BIOL058,Advanced Community Ecology,3,1,SCI,1
BIOL,BIOL059,Biostatistics II,4,3,QDS,1
BIOL,BIOL060.01,Evolutionary Ecology,0,0,SCI,0
BIOL,BIOL060.02,Evolution of Sex,1,1,SCI,0
BIOL,BIOL060,Advanced Topics in Evolution,0,0,,0
BIOL,BIOL063,RNA: The Real Secret of Life,6,3,SCI,1
BIOL,BIOL065,Current Topics in Molecular Genetics,9,1,,1
BIOL,BIOL066,Molecular Basis of Cancer,20,2,SCI,0
BIOL,BIOL067,The Biology of Fungi and Parasites that Cause Disease,4,1,SCI,1
BIOL,BIOL068,Advanced Animal Behavior,0,0,SLA,0
BIOL,BIOL069,Cell Signaling,6,5,SCI,3
BIOL,BIOL070,Biologic Lessons of the Eye,6,0,SCI,0
BIOL,BIOL071,Current Topics in Cell Biology,8,2,SCI,3
BIOL,BIOL072,Foundations of Epidemiology I,7,6,SCI,2
BIOL,BIOL073,Foundations of Epidemiology II,1,3,SCI,2
BIOL,BIOL074.01,"Development, Plasticity and Dysfunction of the Synapse",1,1,SCI,0
BIOL,BIOL074.02,Diseases of the Nervous System,1,1,SCI,1
BIOL,BIOL074,Current Topics in Neurobiology,2,3,SCI,1
BIOL,BIOL076,Advanced Genetics,13,2,SCI,2
BIOL,BIOL078,Molecular Mysteries of Human Biology,22,5,SCI,-2
BIOL,BIOL095,Independent Research in Biology I,0,0,,1
BIOL,BIOL096,Independent Research in Biology II,0,0,,2
BIOL,BIOL097,Honors Research in Biology I,0,0,,0
BIOL,BIOL098,Honors Research in Biology II,0,0,,0
BIOL,BIOL099,Senior Seminar in Biology,1,2,,1
BIOL,BIOL103,The Molecular Mechanisms of Cellular Responses,0,0,,1
BIOL,BIOL104,"Current Topics in Microtubules, MAPs, and Motors",0,0,,0
BIOL,BIOL109,Cell Growth & Proliferation,0,0,,0
BIOL,BIOL110,Scientific Integrity and Research Ethics,0,0,,1
BIOL,BIOL119,Design and Development of Scientific Proposals,0,0,,0
BIOL,BIOL120,Advanced Population Ecology,0,0,,1
BIOL,BIOL123,Advanced Community Ecology,0,0,,1
BIOL,BIOL125,The Nature and Practice of Science,0,0,,1
BIOL,BIOL127,Biostatistics,0,0,,0
BIOL,BIOL128,Biostatistics II,0,0,,1
BIOL,BIOL129,Biostatistics III: Generalized Linear Mixed Models,0,0,,1
BIOL,BIOL130,Adv topics in Biostatistics,0,0,,0
BIOL,BIOL133,Foundations in Ecology,0,0,,1
BIOL,BIOL134,Foundations in Evolutionary Biology,0,0,,1
BIOL,BIOL138,Introduction to Polar Systems,0,0,,1
BIOL,BIOL145,"Practicum in combining theories, models, and data in research",0,0,,0
BIOL,BIOL147,Genomics: Data to Analysis,0,0,,1
BIOL,BIOL148,Arctic Environmental Change,0,0,,1
BIOL,BIOL150,Ecology of Infectious Disease,0,0,,0
BIOL,BIOL152,Student-Organized Seminar in Ecology and Evolution,0,0,,1
BIOL,BIOL153,Aquatic Ecolopgy,0,0,,1
BIOL,BIOL165,Current Topics in Molecular Genetics,0,0,,1
BIOL,BIOL166,Molecular Basis of Cancer,0,0,,1
BIOL,BIOL169,Supervised Teaching in Biology,0,0,,1
BIOL,BIOL171,Current Topics in Cell Biology,0,0,,1
BIOL,BIOL173,Cell Signaling,0,0,,0
BIOL,BIOL174,"Development, Plasticity and Dysfunction of the Synapse",0,0,,1
BIOL,BIOL175,Diseases of the Nervous System,0,0,,0
BIOL,BIOL176,Advanced Genetics,0,0,,1
BIOL,BIOL180,Microscopy Principles and Application,0,0,,1
BIOL,BIOL197,Graduate Research I: Level I,0,0,,1
BIOL,BIOL198,Graduate Research I: Level II,0,0,,1
BIOL,BIOL199,Graduate Research I: Level III,0,0,,1
BIOL,BIOL200,Foundational Papers in Ecology Research Colloquium,0,0,,0
BIOL,BIOL262,Mechanisms of Evolution and Development,0,0,,1
BIOL,BIOL263,Cell Biology,0,0,,1
BIOL,BIOL265,Microbial Ecology and Environmental Biology,0,0,,0
BIOL,BIOL266,Ecology and Evolution,0,0,,1
BIOL,BIOL268,Genes and Gene Products,0,0,,1
BIOL,BIOL269,Plant Molecular Biology,0,0,,1
BIOL,BIOL270,Computational Biology,0,0,,1
BIOL,BIOL271,Research in Progress Colloquium,0,0,,1
BIOL,BIOL272,Exploring the Two-fold Cost of Sex and the Maintenance of Meiosis,0,0,,0
BIOL,BIOL274,Neurobiology Journal Club,0,0,,0
BIOL,BIOL297,Graduate Research II: Level I,0,0,,1
BIOL,BIOL298,Graduate Research II: Level II,0,0,,1
BIOL,BIOL299,Graduate Research II: Level III,0,0,,1
BIOL,BIOL300,Communicating Science,0,0,,0
ASTR,ASTR001,Exploration of the Solar System,15,8,SLA,7
ASTR,ASTR002,Exploring the Universe,31,29,SCI,5
ASTR,ASTR003,"Exploring the Universe, with Laboratory",11,6,SLA,0
ASTR,ASTR004,The Development of Astronomical Thought,8,-3,SCI,-3
ASTR,ASTR007,First-year Seminars in Astronomy,0,0,,1
ASTR,ASTR015,Stars and the Milky Way,6,4,SCI,-7
ASTR,ASTR019,Habitable Planets,0,2,SCI,6
ASTR,ASTR025,Galaxies and Cosmology,6,4,SCI,-3
ASTR,ASTR061,Observational Techniques in Astronomy,1,0,SLA,3
ASTR,ASTR074,Astrophysics,2,3,SCI,0
ASTR,ASTR075,High Energy Astrophysics,0,0,,1
ASTR,ASTR081.01,Observing in South Africa,0,1,,1
ASTR,ASTR081.02,"Special topics in Astronomy, with observing",0,0,,0
ASTR,ASTR081,Special Topics in Astronomy,0,0,,1
ASTR,ASTR087,Undergraduate Research in Astronomy,0,0,,1
ASTR,ASTR115,Advanced Stellar Astrophysics,0,0,,1
ASTR,ASTR116,Galactic Systems,0,-1,,0
ASTR,ASTR117,Observational Galactic Astrophysics,0,1,,1
ASTR,ASTR118,Observational Cosmology,0,-1,,0
ASTR,ASTR122,Special Topics,0,0,,1
ASTR,ASTR174,Astrophysics,0,0,,0
ASCL,ASCL001.01,Urban Asia,8,3,"INT, SOC, NW",-3
ASCL,ASCL007.02,Intl Conflict&Coop; in Asia,4,-4,"INT, SOC, NW",-5
ASCL,ASCL007.03,Asian American Art & Arch,4,9,,4
ASCL,ASCL010.01,Introduction to Chinese Culture,8,-6,"LIT, CI",6
ASCL,ASCL010.02,Introduction to Korean Culture,4,3,"SOC, CI",3
ASCL,ASCL010.03,Introduction to Japanese Culture,8,-1,"LIT, CI",-2
ASCL,ASCL011.04,Introduction to South Asia: Culture and Identity on the Indian Subcontinent,0,1,"SOC, CI",0
ASCL,ASCL051.01,Hinduism,0,0,"NW, TMV",0
ASCL,ASCL051.02,Modern Hinduism,0,0,,0
ASCL,ASCL051.03,Indian Buddhism,1,-2,"NW, TMV",-2
ASCL,ASCL051.04,Tibetan Buddhism,0,1,"NW, TMV",1
ASCL,ASCL051.05,Religions of Southeast Asia,1,3,"NW, TMV",3
ASCL,ASCL051.06,Buddhism Sex Gender SE Asia,0,0,"NW, TMV",-1
ASCL,ASCL052.01,Music and Dance of North India,0,0,,0
ASCL,ASCL053.01,"Divine Love: Desire, Sex, and Romance in Traditions of India",0,0,,0
ASCL,ASCL054.01,Political Economy of Development in Colonial and Postcolonial South Asia,0,1,"INT, SOC, NW",1
ASCL,ASCL054.02,Ethnic Identities in Modern South Asia,0,1,,1
ASCL,ASCL054.03,The City in Modern South Asia,0,1,,1
ASCL,ASCL054.04,Partition in South Asia,0,0,"INT, SOC, NW",0
ASCL,ASCL054.05,Animals and Environmental History in the US and India,0,0,"SOC, NW",0
ASCL,ASCL054.06,Ethnicities and the Environment in India,0,0,"SOC, NW",0
ASCL,ASCL054.07,"Colonialism, Development, and the Environment in Africa and Asia",0,0,"INT, SOC, NW",0
ASCL,ASCL054.08,The History of Modern South Asia,0,0,"INT, SOC, NW, CI",0
ASCL,ASCL054.09,The Vietnam War,0,0,"INT, SOC, W",0
ASCL,ASCL054.10,Global South Asia,0,0,"SOC, NW",0
ASCL,ASCL054.11,"Gandhi, Twentieth Century India and the World",0,0,,0
ASCL,ASCL055.01,Anthropology of Tibet and the Himalayas,0,0,"SOC, NW",0
ASCL,ASCL059.01,Topics TBA Foreign Study in India,0,0,NW,0
ASCL,ASCL059.02,Topics TBA Foreign Study in India,0,0,NW,0
ASCL,ASCL059.03,Foreign Study in India -Topics TBA,0,0,NW,0
ASCL,ASCL060.01,Traditional Chinese Short Fiction,0,0,,0
ASCL,ASCL060.02,Women in China,0,0,,0
ASCL,ASCL060.03,Frontier in Traditional Chinese Thought: Beyond the Great Wall and the Becoming of China,1,1,"NW, LIT, TMV",1
ASCL,ASCL060.04,"Modern Chinese Literature across Time, Space and Media",0,1,"NW, LIT",0
ASCL,ASCL060.05,Love and Desire in Modern Chinese Literature,5,10,"NW, LIT",5
ASCL,ASCL060.06,Traditional Chinese Short Fiction,0,0,,0
ASCL,ASCL060.07,"Chinese Painting, Poetry, and Philosophy",0,0,"NW, ART",0
ASCL,ASCL060.09,Classical Chinese Poetry,0,0,,0
ASCL,ASCL060.19,Languages of China,0,0,,0
ASCL,ASCL060.20,"Languages and Scripts of Gender, Class, and Nation",10,-3,"INT, NW, TMV",-3
ASCL,ASCL060.21,"Body Politics in Japan: Beauty, Disfigurement, Corporeality",3,-4,"INT, NW, TMV",-3
ASCL,ASCL060.22,"Gender, Sexuality, and Power in Premodern Japan",3,0,"NW, TMV",-2
ASCL,ASCL060.23,Critiquing Modern Japan through the Works of Murakami Haruki,0,0,,0
ASCL,ASCL060.24,Image and Text in Modernizing Japan,1,2,"NW, LIT",4
ASCL,ASCL060.25,"The Art of War: Stories, Paintings, Films, and Propaganda from Japan’s Modern Wars",0,0,"NW, LIT",0
ASCL,ASCL060.30,Modern Korean Lit Global,1,1,"INT, NW, LIT",0
ASCL,ASCL060.92,Theory and Practice of Translation,0,0,"NW, LIT",0
ASCL,ASCL060.93,Countercultures of Japan’s 1960s,0,0,"NW, LIT",0
ASCL,ASCL060.94,Chinese Martial Arts Fiction,0,0,,0
ASCL,ASCL060.95,Modern Chinese Poetry,0,0,,0
ASCL,ASCL061.01,The Religions of China,0,0,"NW, TMV",0
ASCL,ASCL061.02,Tibetan Buddhism,0,0,"NW, TMV",0
ASCL,ASCL061.03,Buddhism and Film,0,0,,0
ASCL,ASCL061.04,Buddhist Meditation Theory,0,0,,0
ASCL,ASCL061.05,Women and Religion in Japan,0,1,TMV,0
ASCL,ASCL061.06,Religions of Japan,1,1,"NW, TMV",0
ASCL,ASCL061.07,"Shinto: Foundations, Festivals, and Fox Shrines",1,6,"NW, TMV",2
ASCL,ASCL061.08,Buddhism in Korea and Japan: From Tribute Missions to Temple Tourism,1,0,"NW, TMV",0
ASCL,ASCL061.09,"Yin Yang and Feng Shui: Chinese Cosmology, Divination and Arts of Placement",0,0,"NW, TMV",0
ASCL,ASCL061.10,Japanese Martial Arts,5,7,"NW, TMV",5
ASCL,ASCL062.01,Chinese Calligraphy,4,0,"NW, ART",0
ASCL,ASCL062.02,Traditional Performance in China: Past and Present,0,2,"NW, LIT",4
ASCL,ASCL062.06,Exploring Korea Through Film,4,11,"SOC, NW",9
ASCL,ASCL062.07,Introduction to Korean Art,0,0,,0
ASCL,ASCL062.08,Modern and Contemporary Korean Art,0,2,"NW, ART",0
ASCL,ASCL062.09,Krieger's Virtual Girlfriend: Japanese Anime and the Idea of the Posthuman,0,2,,1
ASCL,ASCL062.10,Sacred Art and Architecture of Japan,4,1,"NW, ART",1
ASCL,ASCL062.11,The Japanese Painting Tradition,0,0,,0
ASCL,ASCL062.12,Japanese Prints,0,0,"NW, ART",0
ASCL,ASCL062.13,"Women, Gender, and Art in East Asia",0,3,"NW, ART",0
ASCL,ASCL063.01,Asian Medical Systems,0,0,,0
ASCL,ASCL064.01,Cultural Struggles in Colonial Korea,0,0,,0
ASCL,ASCL064.03,North Korea: Origins and Transitions,0,0,"SOC, NW",0
ASCL,ASCL064.04,Christianity in Korea,0,0,"NW, TMV",0
ASCL,ASCL064.05,"The Two Koreas, 1948-Present",3,5,"SOC, NW",-4
ASCL,ASCL064.06,"Colonialism, Development, and the Environment in Africa and Asia",0,0,,0
ASCL,ASCL064.07,The History of Modern South Asia,0,0,,0
ASCL,ASCL064.08,The History of China since 1800,0,0,"SOC, NW",0
ASCL,ASCL064.09,Late Imperial China in Global Context,0,0,"SOC, NW",0
ASCL,ASCL064.10,"Gandhi, Twentieth Century India and the World",0,1,,0
ASCL,ASCL064.11,The Emergence of Modern Japan,1,0,"SOC, NW",-1
ASCL,ASCL064.12,Postwar Japan: From Occupied Nation to Economic Superpower,2,2,"SOC, NW",1
ASCL,ASCL064.13,Intellectual History of East Asia,0,0,"NW, TMV",0
ASCL,ASCL064.14,"Slaves and Rebels in Korea, 1392-1910",1,4,"SOC, NW",0
ASCL,ASCL064.15,Nationalism&Rev; in China,0,0,"SOC, NW",0
ASCL,ASCL067.01,Politics of Japan: A Unique Democracy?,0,1,"INT, SOC, NW",0
ASCL,ASCL067.02,Political Economy of China,0,0,,0
ASCL,ASCL069.22,Reading Edo-Tokyo: An Interdisciplinary Approach,0,1,,0
ASCL,ASCL069.23,Shogun and Samurai: Japan in the Age of the Warrior,0,0,"SOC, NW",0
ASCL,ASCL070.01,Sacred Architecture of Asia,2,0,"INT, NW, ART",-2
ASCL,ASCL070.02,East Meets West,3,2,"NW, ART",1
ASCL,ASCL070.03,Asian Animation as Socio-Political Artifact,0,0,,0
ASCL,ASCL070.04,Tokyo and Shanghai as Ideas: Urban Space/Imagined Modernity,0,0,,0
ASCL,ASCL070.05,China in the Japanese Imagination: Translations of Identity,0,0,,0
ASCL,ASCL070.06,Magic and Supernaturalism in Asian Literature and Film,0,0,,0
ASCL,ASCL070.07,Asian Performance Traditions,3,2,"NW, ART",2
ASCL,ASCL070.08,Nomads from Central Asia to the Middle East,0,0,,0
ASCL,ASCL070.09,Global Sounds,0,-1,"NW, ART",-1
ASCL,ASCL070.10,Music from the Lands of the Silk Road,0,0,"NW, ART",0
ASCL,ASCL070.11,"Catastrophe, Memory, and Narrative: Japanese and Jewish Responses to Atrocity",0,0,,0
ASCL,ASCL070.12,Voices and Images from Asian Borderlands,3,2,"INT, NW, LIT",1
ASCL,ASCL070.16,"Eat, Drink, Japan: An Interdisciplinary Approach",1,2,"SOC, NW",2
ASCL,ASCL070.17,Women in Asian Cities,1,2,"SOC, CI",2
ASCL,ASCL070.18,Social Revolutions East and West: Japan and the United States in the 1960s,5,9,"INT, LIT, CI",6
ASCL,ASCL070.20,Buddhist Meditation Theory,0,0,"NW, TMV",0
ASCL,ASCL070.21,EnvironmntlHist China&India;,0,0,"INT, SOC, NW",0
ASCL,ASCL070.22,"Developing Vietnam: History, Environment, and Culture",1,3,"SOC, NW",0
ASCL,ASCL070.23,"Travel, Migration, and Diaspora in the Transpacific Asias",2,7,"INT, SOC, NW",3
ASCL,ASCL080.01,Colonial Photography,0,0,"INT, ART, CI",0
ASCL,ASCL080.03,Arts and Culture of Korea’s Last Dynasty,0,0,,0
